Linux 5.15.0-187-generic (node0.katieyan-315918.ldos-ut-pg0.wisc.cloudlab.us) 	09/14/26 	_x86_64_	(32 CPU)

05:02:13        CPU     %user     %nice   %system   %iowait    %steal     %idle
05:02:19          6      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19          7      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19          8      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19          9      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         10      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         11      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         12      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         13      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         14      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         15      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         16      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         17      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         18      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         19      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         20      0.00      0.00      0.99      0.00      0.00     99.01
05:02:19         21      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         22      0.00      0.00      0.00      0.00      0.00    100.00
05:02:19         23      0.00      0.00      0.00      0.00      0.00    100.00
